Date,Temperature_C,Irradiance_W/m2,WindSpeed_m/s,Humidity_%,SolarOutput_kWh
2024-02-20,31.620419846973974,625.0492850345877,1.7391160456649548,53.10907565598005,243.7879588020065
2024-02-21,28.074588597918417,634.6448209496975,3.917861947054776,64.75356216949552,229.44070570748625
2024-02-22,26.615389998470206,531.9975278421509,5.122156197012633,58.576596232020194,143.44335454296635
2024-02-23,33.058381444204336,623.2253697161003,4.032465260551147,48.40061470036573,254.31763163122636
2024-02-24,35.154997612479754,629.3072473298681,1.4806300340459866,49.80983792097311,249.7581417040287
2024-02-25,34.65640059558099,528.5648581973633,2.5157659271337485,39.97470635362191,207.88133100389368
2024-02-26,25.803912383886807,786.5774511144757,4.2669111491866225,49.8148686400761,308.88969390789157
2024-02-27,28.453938120743928,647.3832920911788,2.292330534381219,47.11341361079862,239.97922688481444
2024-02-28,31.65631715701782,480.86965027973514,3.443819428146228,53.227185603380896,153.1728464209577
2024-02-29,34.877725635611796,665.655360863383,3.7746340534293368,41.727690564476774,258.85815963723195
2024-03-01,27.60412881077355,502.53183297726787,2.073069528421917,55.193465142411725,211.214334436189
2024-03-02,29.071705116680914,678.7084603742452,2.9404746439382,65.32738913002578,238.309907421836
2024-03-03,24.46832512996986,715.8595579007404,-0.24126734006907258,48.91239851543143,284.01929615495584
2024-03-04,24.018966879596647,517.931768164829,1.9756123586657102,54.01711722098941,181.36163638118654
2024-03-05,34.06262911197099,696.3376129244322,2.7474318486068396,56.90143991711113,269.4761500590995
2024-03-06,36.78120014285412,641.2780926936498,1.7522168180351505,45.987795281141636,270.6547799179826
2024-03-07,29.63994939209833,682.2060159994489,4.632411303931635,52.24092481810417,270.20235993287395
2024-03-08,35.01766448946012,789.6792982653948,1.5698586220393673,50.12592400781795,354.4151589420009
2024-03-09,31.80818012523817,575.4611883997129,2.559955513303016,50.97676098548832,210.07954189801146
2024-03-10,26.77440122697438,524.626383564251,3.1307405772860912,42.26990216144534,190.7649216003723
2024-03-11,31.80697802754207,511.04855703744767,4.441273289066116,50.245101742589426,175.03714168649464
2024-03-12,37.690182832329846,518.4189715034562,1.5641378488205606,54.979982912454496,151.9256816364994
2024-03-13,29.820869804450243,592.2898290585896,4.16316375215496,64.51143607795042,160.73370707532348
2024-03-14,37.82321827907003,634.1151974816644,3.010233061019587,59.59270826085207,266.89332968152564
2024-03-15,16.901274479551276,627.6690799330019,2.018491348952049,71.53182457511556,218.92970006086213
2024-03-16,34.10951252187612,682.7183249036024,3.462103474263271,42.326524371119504,285.57914432993243
2024-03-17,30.435235341190857,601.3001891877907,3.19905969557347,58.723206367206785,224.39237565451603
2024-03-18,28.504963247670663,745.3534077157317,2.3997831228412054,51.83342005738352,305.99339609126946
2024-03-19,30.45880388267751,573.5343166762044,3.0698020849900187,71.89802933217672,234.8879112419197
2024-03-20,20.062155426995538,872.0169166589619,2.61468640313824,41.91701714644849,391.58572339007765
2024-03-21,28.90164056081244,662.5667347765007,3.113517345251248,41.602781578192236,273.3043265172129
2024-03-22,31.78556285755873,514.2842443583718,3.6621306745210465,44.00607354555978,179.38685718979067
2024-03-23,37.38947022370758,492.91075019388876,4.586016816145352,28.76104275690193,189.9584844328237
2024-03-24,27.40864890863176,648.2472415243185,1.762184501173151,44.74244978319239,271.0100447702008
2024-03-25,25.95753198553406,577.6537214674149,5.133033374656266,42.40867338446302,202.15363016411516
2024-03-26,27.491214782077318,671.4000494092093,1.0479122004774981,51.50393786476208,240.24433595385545
2024-03-27,34.57701058851037,647.3237624573545,2.8482149049644168,53.41755975777159,241.51974538622704
2024-03-28,31.643755548298422,592.7171087343128,3.5883172064845765,68.76170839215887,166.7282248005755
2024-03-29,27.351198981164806,515.3206281931596,3.2809918677350325,59.5042383818605,197.01650916738214
2024-03-30,32.56633716556678,448.5152775314135,2.3773004801794064,44.23096344337597,190.39151036539698
2024-03-31,30.4853877467402,555.3485047932979,2.7918777496427247,41.01585328651642,227.25178586918048
2024-04-01,34.84322495266444,685.6398794323472,2.506999065341167,54.919191715065054,302.31028116613487
2024-04-02,26.489734530613237,621.4093744130204,2.4106352430557885,36.797667929793576,266.3381430805163
2024-04-03,28.361689267011158,475.4261221288012,3.8496020970210245,68.31458765854353,107.15272513615986
2024-04-04,28.039459234339212,617.3180925851182,3.3570154859650474,61.79440120721287,240.80683684521006
2024-04-05,22.682425259339407,638.5317379728837,2.3070904047393457,45.30824347895295,261.91576876754146
2024-04-06,31.48060138532288,511.6142563798867,3.8995998754332506,32.868654709091224,197.0477983860498
2024-04-07,31.305276360899448,615.3725105945528,3.3072995208766094,63.538723741654124,207.22345118926208
2024-04-08,30.025567283212304,605.8208718446,3.81286211883896,48.85460154747382,213.66290809028084
2024-04-09,28.827064333124266,485.7029702169377,3.629628841923612,62.378163119734616,115.5316165397812
